,Unnamed: 0,date,target,insult,tweet,mainTweetTarget
8510,8511,2020-05-20,china,"it was the ‘incompetence of China’, and nothing else, that did this mass Worldwide killing!","Some wacko in China just released a statement blaming everybody other than China for the Virus which has now killed hundreds of thousands of people. Please explain to this dope that it was the “incompetence of China”, and nothing else, that did this mass Worldwide killing!",Hilary
8511,8512,2020-05-20,joe-biden,Sleepy Joe,"Thanks. Sleepy Joe has given you nothing, and never will! https://t.co/aY4ccNVyMI",Hilary
8512,8513,2020-05-20,joe-biden,"has given you nothing, and never will","Thanks. Sleepy Joe has given you nothing, and never will! https://t.co/aY4ccNVyMI",Hilary
8513,8514,2020-05-20,joe-biden,Sleepy Joe,"Crazy Bernie Sanders is not a fighter. He gives up too easy! The Dem establishment gets Alfred E. Newman (Mayor Pete) & @amyklobuchar to quit & endorse Sleepy Joe BEFORE Super Tuesday, & gets Pocahontas to stay in the race, taking thousands of votes from Bernie. He would have....",Hilary
8514,8515,2020-05-20,joe-biden,Sleepy Joe,"....beaten Sleepy Joe in a LANDSLIDE, every State, if these events didn’t happen. Even if Warren just dropped out, he would have easily won. Dems did it to him with Crooked Hillary and now, even more so...and Bernie doesn’t even complain. VOTE for Trump on TRADE, better than BS!",Hilary
8515,8516,2020-05-21,juan-williams,Dummy,"Many will disagree, but @FoxNews is doing nothing to help Republicans, and me, get re-elected on November 3rd. Sure, there are some truly GREAT people on Fox, but you also have some real “garbage” littered all over the network, people like Dummy Juan Williams, Schumerite Chris...",Hilary
8516,8517,2020-05-21,fox-news,"doing nothing to help Republicans, and me, get re-elected","Many will disagree, but @FoxNews is doing nothing to help Republicans, and me, get re-elected on November 3rd. Sure, there are some truly GREAT people on Fox, but you also have some real “garbage” littered all over the network, people like Dummy Juan Williams, Schumerite Chris...",Hilary
8517,8518,2020-05-21,china,Its disinformation and propaganda attack on the United States and Europe is a disgrace,"Spokesman speaks stupidly on behalf of China, trying desperately to deflect the pain and carnage that their country spread throughout the world. Its disinformation and propaganda attack on the United States and Europe is a disgrace....",Hilary
8518,8519,2020-05-21,joe-biden,Sleepy Joe Biden,"China is on a massive disinformation campaign because they are desperate to have Sleepy Joe Biden win the presidential race so they can continue to rip-off the United States, as they have done for decades, until I came along!",Hilary
8519,8520,2020-05-21,democrats,Do Nothing Democrats,"....Hahn, Richard Goodstein, Donna Brazile, Niel Cavuto, and many others. They repeat the worst of the Democrat speaking points, and lies. All of the good is totally nullified, and more. Net Result = BAD! CNN & MSDNC are all in for the Do Nothing Democrats! Fox WAS Great!",Hilary
8520,8521,2020-05-22,dean-baquet,has long been considered one of the dumbest men in the world of journalism,".@deanbaquet is to be seriously respected. He has long been considered one of the dumbest men in the world of journalism, and he became Executive Editor of the Failing New York Times. Not easy to do. He has given up on “figuring Trump out”. Called it all wrong from the....",Hilary
8521,8522,2020-05-22,dean-baquet,has given up on ‘figuring Trump out’,".@deanbaquet is to be seriously respected. He has long been considered one of the dumbest men in the world of journalism, and he became Executive Editor of the Failing New York Times. Not easy to do. He has given up on “figuring Trump out”. Called it all wrong from the....",Hilary
8522,8523,2020-05-22,dean-baquet,Called it all wrong from the beginning,".@deanbaquet is to be seriously respected. He has long been considered one of the dumbest men in the world of journalism, and he became Executive Editor of the Failing New York Times. Not easy to do. He has given up on “figuring Trump out”. Called it all wrong from the....",Hilary
8523,8524,2020-05-22,dean-baquet,"now willing to write anything, even if not truthful","....beginning, was forced to apologize (Fake News!) after the seriously wrong call of the 2016 Election, and is now willing to write anything, even if not truthful. He laughs at his boss, Publisher A.G. Sulzberger, and I laugh at them all. The @nytimes is a total mess!",Hilary
8524,8525,2020-05-22,dana-nessel,Wacky Do Nothing Attorney General,"The Wacky Do Nothing Attorney General of Michigan, Dana Nessel, is viciously threatening Ford Motor Company for the fact that I inspected a Ventilator plant without a mask. Not their fault, & I did put on a mask. No wonder many auto companies left Michigan, until I came along!",Hilary
8525,8526,2020-05-22,dana-nessel,Do nothing A.G.,"Do nothing A.G. of the Great State of Michigan, Dana Nessel, should not be taking her anger and stupidity out on Ford Motor - they might get upset with you and leave the state, like so many other companies have - until I came along and brought business back to Michigan. JOBS!",Hilary
8526,8527,2020-05-22,dana-nessel,should not be taking her anger and stupidity out on Ford Motor,"Do nothing A.G. of the Great State of Michigan, Dana Nessel, should not be taking her anger and stupidity out on Ford Motor - they might get upset with you and leave the state, like so many other companies have - until I came along and brought business back to Michigan. JOBS!",Hilary
8527,8528,2020-05-22,jeff-sessions,let our Country down,"3 years ago, after Jeff Sessions recused himself, the Fraudulent Mueller Scam began. Alabama, do not trust Jeff Sessions. He let our Country down. That’s why I endorsed Coach Tommy Tuberville (@TTuberville), the true supporter of our #MAGA agenda! https://t.co/pCi7jftce2 https://t.co/sAn1VbxNwc",Hilary
8528,8529,2020-05-22,mueller-report,the Fraudulent Mueller Scam,"3 years ago, after Jeff Sessions recused himself, the Fraudulent Mueller Scam began. Alabama, do not trust Jeff Sessions. He let our Country down. That’s why I endorsed Coach Tommy Tuberville (@TTuberville), the true supporter of our #MAGA agenda! https://t.co/pCi7jftce2 https://t.co/sAn1VbxNwc",Hilary
8529,8530,2020-05-22,the-new-york-times,Failing,".@deanbaquet is to be seriously respected. He has long been considered one of the dumbest men in the world of journalism, and he became Executive Editor of the Failing New York Times. Not easy to do. He has given up on “figuring Trump out”. Called it all wrong from the....",Hilary
8530,8531,2020-05-22,the-new-york-times,a total mess,"....beginning, was forced to apologize (Fake News!) after the seriously wrong call of the 2016 Election, and is now willing to write anything, even if not truthful. He laughs at his boss, Publisher A.G. Sulzberger, and I laugh at them all. The @nytimes is a total mess!",Hilary
8531,8532,2020-05-23,jeff-sessions,had no courage & ruined many lives,"Jeff, you had your chance & you blew it. Recused yourself ON DAY ONE (you never told me of a problem), and ran for the hills. You had no courage, & ruined many lives. The dirty cops, & others, got caught by better & stronger people than you. Hopefully this slime will pay a big... https://t.co/AJPUBTPCnT",Hilary
8532,8533,2020-05-23,doug-jones,"a weak & pathetic puppet for Crazy Nancy Pelosi & Cryin’ Chuck Schumer, disgraced Alabama badly","....price. You should drop out of the race & pray that super liberal @DougJones, a weak & pathetic puppet for Crazy Nancy Pelosi & Cryin’ Chuck Schumer, gets beaten badly. He voted for impeachment based on “ZERO”. Disgraced Alabama. Coach @TTuberville will be a GREAT Senator!",Hilary
8533,8534,2020-05-23,nancy-pelosi,Crazy Nancy Pelosi,"....price. You should drop out of the race & pray that super liberal @DougJones, a weak & pathetic puppet for Crazy Nancy Pelosi & Cryin’ Chuck Schumer, gets beaten badly. He voted for impeachment based on “ZERO”. Disgraced Alabama. Coach @TTuberville will be a GREAT Senator!",Hilary
8534,8535,2020-05-23,chuck-schumer,Cryin’ Chuck Schumer,"....price. You should drop out of the race & pray that super liberal @DougJones, a weak & pathetic puppet for Crazy Nancy Pelosi & Cryin’ Chuck Schumer, gets beaten badly. He voted for impeachment based on “ZERO”. Disgraced Alabama. Coach @TTuberville will be a GREAT Senator!",Hilary
8535,8536,2020-05-23,joe-biden,Sleepy Joe,...And Sleepy Joe! https://t.co/XvsYuVh1bN,Hilary
8536,8537,2020-05-23,joe-biden,Sleepy Joe,Sleepy Joe cannot bring us to greatness. He is the reason I’m here! https://t.co/BD21ZWVdXB,Hilary
8537,8538,2020-05-23,joe-biden,cannot bring us to greatness,Sleepy Joe cannot bring us to greatness. He is the reason I’m here! https://t.co/BD21ZWVdXB,Hilary
8538,8539,2020-05-24,2020-election,the greatest Rigged Election in history,"The United States cannot have all Mail In Ballots. It will be the greatest Rigged Election in history. People grab them from mailboxes, print thousands of forgeries and “force” people to sign. Also, forge names. Some absentee OK, when necessary. Trying to use Covid for this Scam!",Hilary
8539,8540,2020-05-24,mail-in-voting,Scam!,"The United States cannot have all Mail In Ballots. It will be the greatest Rigged Election in history. People grab them from mailboxes, print thousands of forgeries and “force” people to sign. Also, forge names. Some absentee OK, when necessary. Trying to use Covid for this Scam!",Hilary
8540,8541,2020-05-24,joe-scarborough,a Nut Job (with bad ratings),"A blow to her head? Body found under his desk? Left Congress suddenly? Big topic of discussion in Florida...and, he’s a Nut Job (with bad ratings). Keep digging, use forensic geniuses! https://t.co/UxbS5gZecd",Hilary
8541,8542,2020-05-24,joe-scarborough,Psycho Joe Scarborough,"A lot of interest in this story about Psycho Joe Scarborough. So a young marathon runner just happened to faint in his office, hit her head on his desk, & die? I would think there is a lot more to this story than that? An affair? What about the so-called investigator? Read story! https://t.co/CjBXBXxoNS",Hilary
8542,8543,2020-05-24,trump-russia,the greatest Criminal Hoax in American History!,"Be sure to watch, “Witch Hunt, the Flynn Vindication” hosted by the very knowledgeable @GreggJarrett on @FoxNews tonight at 8:00 P.M. This is yet another part of the greatest Criminal Hoax in American History!",Hilary
8543,8544,2020-05-24,joe-biden,SLEEPY JOE WILL NEVER GET YOU THERE,I HOPE ALL AFRICAN AMERICANS WILL READ AND STUDY THIS. 100% CORRECT. SLEEPY JOE WILL NEVER GET YOU THERE. HE NEVER HAS IN THE PAST. I WILL & HAVE!!! https://t.co/j15DLun4KV,Hilary
8544,8545,2020-05-25,conor-lamb,"an American fraud, a puppet for Crazy Nancy Pelosi","Sean Parnell is an American Hero. Connor Lamm has proven to be an American fraud, and a puppet for Crazy Nancy Pelosi. He said he would NOT vote for her for Speaker, and did. Will kill 2A. Voted to impeach (on nothing). A TOTAL & COMPLETE Sean Parnell Endorsement! https://t.co/v1OnY0MI8m",Hilary
8545,8546,2020-05-25,barack-obama,was always playing golf,"...vacationing, relaxing & making shady deals with other countries, & that Barack was always playing golf, doing much of his traveling in a fume spewing 747 to play golf in Hawaii - Once even teeing off immediately after announcing the gruesome death of a great young man by ISIS!",Hilary
8546,8547,2020-05-25,the-new-york-times,Fake News,"I have zero interest in moving the Republican National Convention to Doral in Miami, as falsely reported by the Fake News @nytimes in order to stir up trouble. Ballroom is not nearly big enough & would like to stay in N.C., whose gov. doesn’t even know if he can let people in? https://t.co/nqBBPv4VXS",Hilary
8547,8548,2020-05-25,nancy-pelosi,Crazy Nancy Pelosi,"Sean Parnell is an American Hero. Connor Lamm has proven to be an American fraud, and a puppet for Crazy Nancy Pelosi. He said he would NOT vote for her for Speaker, and did. Will kill 2A. Voted to impeach (on nothing). A TOTAL & COMPLETE Sean Parnell Endorsement! https://t.co/v1OnY0MI8m",Hilary
